Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Coffee,Coca-Cola,Coffee,498,1743,2519,-776,2022-03-26,Ryan Farley,Alabama,Andrewstad,99764,1-185-25466-8
Green Tea,Pepsi,Tea,982,6535,6538,-3,2020-07-02,Shelby Raymond,Oklahoma,Muellerfort,21048,0-351-03873-6
Coffee,Pepsi,Coffee,348,1373,758,615,2022-11-30,Ernest Webb,Washington,Johnshire,19887,1-08-501658-7
Beer,Dr. Pepper,Alcoholic,626,7466,1369,6097,2022-04-07,Larry Harris,California,Mayoburgh,29619,1-315-37542-7
Vodka,Coca-Cola,Alcoholic,402,1400,3750,-2350,2020-04-20,Timothy Joseph,Hawaii,West Ryanview,60221,0-02-264586-1
Beer,Dr. Pepper,Alcoholic,890,3199,1421,1778,2021-07-07,Dustin Contreras,Connecticut,Watkinsbury,33856,0-499-88569-4
Vodka,Dr. Pepper,Alcoholic,415,9361,7239,2122,2022-03-10,Robert Watkins,Texas,Lake Catherine,38542,0-287-17248-1
Black Tea,Pepsi,Tea,545,4496,7825,-3329,2021-01-31,Teresa Johns,New York,Newtonton,76894,1-86889-567-X
Coffee,Coca-Cola,Coffee,353,7108,1419,5689,2020-08-02,Holly Bailey,Louisiana,Simpsonfurt,02851,1-63384-877-9
Coffee,Pepsi,Coffee,545,5642,6553,-911,2021-08-26,Cynthia Morgan,Vermont,Douglasport,41483,1-925684-81-4
Beer,Pepsi,Alcoholic,860,1928,4548,-2620,2023-07-26,Richard Rowe,Arizona,South Deannaview,59127,1-996333-32-1
Herbal Tea,Dr. Pepper,Tea,997,7926,6105,1821,2022-03-26,Daniel Vance,New Jersey,Susanburgh,06339,1-4855-4573-0
Herbal Tea,Coca-Cola,Tea,674,6048,1150,4898,2023-07-12,Sandra Hardy,New York,Bryanside,31502,0-572-66580-6
Cola,Coca-Cola,Soft Drink,263,6140,5836,304,2022-04-06,Michael Carter,Oregon,East Kevin,21513,0-430-90549-1
Wine,Dr. Pepper,Alcoholic,792,2624,4248,-1624,2021-08-21,Derek Lewis,Colorado,Kingbury,47897,0-00-387751-5
Wine,Pepsi,Alcoholic,747,1201,4830,-3629,2021-08-31,Catherine Bennett,Maine,Cartertown,53833,1-362-34760-4
Wine,Coca-Cola,Alcoholic,333,9746,3298,6448,2021-05-21,Benjamin Young,Nebraska,Westmouth,41523,0-03-378019-6
Black Tea,Coca-Cola,Tea,748,1800,4143,-2343,2020-07-14,Jonathan Brown,Rhode Island,Port Vincent,85630,0-492-21309-7
Wine,Coca-Cola,Alcoholic,305,5380,5585,-205,2020-05-08,Kyle Turner,North Carolina,South Deborah,99198,0-355-73096-0
Cola,Coca-Cola,Soft Drink,217,1586,3641,-2055,2023-03-08,Carrie Lewis,New Mexico,East Christopher,49109,0-00-718250-3
Cola,Coca-Cola,Soft Drink,115,5015,6470,-1455,2023-04-11,Brooke Allen,Alabama,Kimberlychester,43486,0-9630102-0-4
Vodka,Dr. Pepper,Alcoholic,908,5092,6700,-1608,2022-08-29,Peter Bell,Florida,South Chris,20002,1-86748-693-8
Black Tea,Coca-Cola,Tea,696,6586,5405,1181,2020-03-28,Veronica Williams,Nebraska,West Kimside,84298,1-82100-533-3
Wine,Coca-Cola,Alcoholic,405,5002,6680,-1678,2020-12-23,Jacob Casey,New York,North Jessica,53822,0-640-67863-7
Black Tea,Coca-Cola,Tea,784,6807,6339,468,2020-09-22,Ashley Reed,Pennsylvania,West Morganchester,27350,1-67278-103-5
Lemonade,Dr. Pepper,Soft Drink,163,3258,2647,611,2023-03-10,Lisa Wilkinson,Pennsylvania,Delacruzville,53005,1-4989-4011-0
Vodka,Pepsi,Alcoholic,864,9036,3637,5399,2021-12-28,Anthony Mullins,Nebraska,Lopezshire,99627,0-423-24086-2
Beer,Dr. Pepper,Alcoholic,118,6456,5925,531,2021-02-17,Mariah Mcdonald,South Dakota,Lake Kristine,70131,1-319-46092-5
Herbal Tea,Dr. Pepper,Tea,523,8135,3342,4793,2022-03-23,Christopher Lee,West Virginia,Kathleenbury,35920,1-64031-967-0
Coffee,Pepsi,Coffee,603,2468,6847,-4379,2023-03-24,Gary Hart,Pennsylvania,East Mary,83787,0-86735-530-1
Green Tea,Pepsi,Tea,222,9454,3632,5822,2023-07-02,Martha Moore,Michigan,South Jessica,59206,1-4413-9521-0
Cola,Dr. Pepper,Soft Drink,787,3083,3166,-83,2022-12-19,Robert Wall,Minnesota,East Matthew,02868,0-05-280813-0
Cola,Dr. Pepper,Soft Drink,101,1259,6865,-5606,2023-05-10,Jennifer Lewis,Kentucky,Emilyville,44352,0-85419-070-8
Energy Drink,Coca-Cola,Soft Drink,690,8417,5782,2635,2021-11-02,Allison Scott,Rhode Island,Lake David,36681,0-351-54923-4
Green Tea,Pepsi,Tea,101,1007,808,199,2023-07-08,Gail Dawson,Maryland,Harmonberg,58647,0-696-57714-3
Wine,Coca-Cola,Alcoholic,387,4151,5932,-1781,2021-04-21,Anthony Hart,Rhode Island,South Kennethmouth,50871,1-367-29898-9
Lemonade,Coca-Cola,Soft Drink,572,1853,6165,-4312,2020-03-11,Haley Blake,Indiana,Aliciachester,85587,1-02-086915-1
Cola,Pepsi,Soft Drink,741,5863,4413,1450,2021-01-23,Kim English,Indiana,Lake Philipmouth,57688,0-403-49867-8
Black Tea,Dr. Pepper,Tea,864,9262,4144,5118,2022-03-21,Carrie Yoder,Delaware,North Charlesberg,63314,0-15-865007-7
Energy Drink,Pepsi,Soft Drink,577,2353,1459,894,2022-03-10,Teresa Lewis,Mississippi,Sanchezburgh,57648,0-9696691-6-X
Wine,Coca-Cola,Alcoholic,325,2485,3380,-895,2021-04-09,Austin Caldwell,Maine,West Henry,21495,1-902650-90-5
Vodka,Coca-Cola,Alcoholic,339,9366,7469,1897,2021-08-03,Kimberly Wilson,Louisiana,West Kimberlyberg,96775,1-80231-860-7
Coffee,Dr. Pepper,Coffee,655,4524,3963,561,2020-11-09,Joseph Stone,Arizona,East Kimberlyhaven,87026,1-5260-6241-0
Cola,Coca-Cola,Soft Drink,971,7348,7660,-312,2022-07-08,Peter Price,Kansas,Port Kennethtown,06010,1-245-57172-9
Green Tea,Dr. Pepper,Tea,291,7970,7516,454,2022-11-06,James Goodwin,Arizona,Garciashire,57606,1-83295-566-4
Black Tea,Dr. Pepper,Tea,742,7658,4083,3575,2020-07-28,Bobby Lewis,New York,Dominguezton,13897,0-543-40679-2
Green Tea,Dr. Pepper,Tea,230,7477,2266,5211,2022-08-21,Adam Bell,Oklahoma,New Stephenport,06266,0-7425-5492-9
Lemonade,Pepsi,Soft Drink,525,9160,7239,1921,2022-05-24,Rachael Rocha,Oklahoma,Flemingberg,35730,0-312-81237-X
Black Tea,Coca-Cola,Tea,221,9875,762,9113,2020-12-17,Tony Roberts,North Carolina,New Thomasland,70854,1-59712-687-X
Herbal Tea,Coca-Cola,Tea,529,3519,5702,-2183,2022-02-23,Benjamin Edwards,Massachusetts,South Bobbyland,15252,1-05-244418-0
Black Tea,Coca-Cola,Tea,626,7426,5931,1495,2020-04-30,Lynn Fletcher,Ohio,East Jessicaside,85428,0-366-34861-2
Cola,Coca-Cola,Soft Drink,307,5918,1815,4103,2020-12-06,Melissa Robinson,New Hampshire,Petersonbury,87643,0-04-294818-5
Coffee,Coca-Cola,Coffee,570,2503,2463,40,2020-02-09,Kevin Alexander,Montana,Pattersonmouth,63328,1-79990-884-4
Lemonade,Pepsi,Soft Drink,655,5869,4936,933,2020-08-31,Jo Johnson,Mississippi,Port Brandon,84353,1-271-41670-0
Coffee,Pepsi,Coffee,119,2699,6117,-3418,2020-08-23,Lori Rose,Iowa,Davidborough,22154,1-302-28553-X
Energy Drink,Pepsi,Soft Drink,630,5193,3754,1439,2021-04-18,Jill Drake,Delaware,North Jaymouth,49379,0-9910388-5-1
Coffee,Dr. Pepper,Coffee,364,9248,922,8326,2022-04-05,Kayla Berry,Rhode Island,Smithhaven,91796,0-601-07221-9
Vodka,Coca-Cola,Alcoholic,994,7537,7873,-336,2022-06-16,Robert Smith,Virginia,Ruizstad,23284,0-618-58190-1
Lemonade,Dr. Pepper,Soft Drink,891,3373,7225,-3852,2021-01-20,Ryan Jones,Massachusetts,Mcintoshmouth,60823,0-226-68992-1
Herbal Tea,Coca-Cola,Tea,705,3584,5177,-1593,2020-06-19,Lori Richardson,Colorado,Pattersontown,56597,1-00-347334-2
Cola,Pepsi,Soft Drink,219,4583,3913,670,2023-07-25,Caleb Perez,North Carolina,North Kimberg,20030,0-06-915348-5
Beer,Dr. Pepper,Alcoholic,215,6451,3093,3358,2023-06-19,Vincent Williams,Georgia,Port Andrew,16209,0-579-56587-4
Herbal Tea,Coca-Cola,Tea,893,3370,1615,1755,2021-04-28,Dawn Morris,Massachusetts,East Luis,02879,1-4513-7283-3
Vodka,Coca-Cola,Alcoholic,273,3698,2881,817,2022-04-16,Gina Carpenter,Indiana,Johnville,06287,1-72111-180-8
Vodka,Dr. Pepper,Alcoholic,577,7443,4481,2962,2023-01-28,Bryce Hill,California,North Ashleybury,83331,1-59501-451-9
Energy Drink,Pepsi,Soft Drink,638,5493,6212,-719,2021-03-24,Donna Lozano,Missouri,Garciashire,96703,1-77553-045-0
Lemonade,Dr. Pepper,Soft Drink,376,8771,6888,1883,2020-12-19,Bryan Wilson,Arizona,Murphytown,18600,0-7348-2964-7
Lemonade,Dr. Pepper,Soft Drink,542,7805,5891,1914,2020-05-14,Melissa Smith,New Mexico,West Michelle,58727,1-79873-638-1
Black Tea,Pepsi,Tea,990,4644,1660,2984,2023-07-08,Jennifer Kelley,Iowa,East Diana,38671,0-8312-2317-0
Lemonade,Coca-Cola,Soft Drink,662,9676,3522,6154,2023-02-04,Hannah Harris,Kansas,South Jessicaborough,02786,0-7642-1571-X
Black Tea,Dr. Pepper,Tea,654,3969,3996,-27,2021-11-18,Jenna May,Wyoming,Port Rebeccamouth,84497,0-7040-0443-7
Wine,Coca-Cola,Alcoholic,932,7840,3047,4793,2021-02-06,Courtney Russell,Nevada,Port Lisa,58262,0-7940-1944-7
Black Tea,Pepsi,Tea,888,7801,6934,867,2022-12-28,Frank Morrison,Washington,Andersonberg,87929,0-910031-83-5
Vodka,Dr. Pepper,Alcoholic,852,3596,2770,826,2022-08-09,Tyler Ross,New Hampshire,Alyssatown,10336,0-241-82661-6
Wine,Pepsi,Alcoholic,988,3100,6047,-2947,2021-03-23,Andrea Clark,West Virginia,East Williamberg,17554,1-82632-349-X
Vodka,Coca-Cola,Alcoholic,426,3326,7443,-4117,2021-09-30,Marie Stewart,South Dakota,South Dwaynemouth,90896,1-63708-513-3
Energy Drink,Coca-Cola,Soft Drink,452,2173,3520,-1347,2020-05-15,Audrey Garcia,Georgia,Lewischester,46995,0-925292-01-X
Coffee,Coca-Cola,Coffee,916,5978,2464,3514,2022-04-10,Brian Scott,Minnesota,Port Bradleybury,21501,0-17-005222-2
Vodka,Coca-Cola,Alcoholic,905,6127,1321,4806,2022-07-14,Taylor Perez,Wyoming,New Melissa,19829,1-04-632190-0
Vodka,Pepsi,Alcoholic,469,8725,1673,7052,2022-06-10,Michael Morris,Georgia,Matthewside,16200,0-247-00796-X
Beer,Coca-Cola,Alcoholic,430,7522,2378,5144,2020-02-20,Elizabeth Martinez,Maine,Morganfort,33374,0-219-42340-7
Herbal Tea,Coca-Cola,Tea,374,1584,754,830,2021-04-08,Ashley Richardson,Colorado,Roberttown,05441,0-03-744849-8
Green Tea,Pepsi,Tea,358,6879,5287,1592,2023-03-17,Gina Harrison,West Virginia,South Joshualand,82469,0-8130-1395-X
Lemonade,Dr. Pepper,Soft Drink,501,9969,5694,4275,2022-07-27,Lauren Miller,Massachusetts,North Shelby,79672,0-19-098796-0
Wine,Pepsi,Alcoholic,745,4060,3302,758,2020-10-01,Catherine Brown,Vermont,Ericborough,29050,0-16-134875-0
Energy Drink,Dr. Pepper,Soft Drink,107,7895,5724,2171,2020-09-13,Matthew Munoz,Kentucky,Wendyside,89858,0-467-51538-7
Wine,Pepsi,Alcoholic,984,5259,7060,-1801,2021-11-11,Emily Klein,Wyoming,West Willie,35497,0-923458-81-6
Herbal Tea,Dr. Pepper,Tea,510,8963,5502,3461,2020-06-28,Marie Estrada,Virginia,New Amyhaven,93723,1-72191-704-7
Wine,Dr. Pepper,Alcoholic,868,8651,3261,5390,2020-11-03,Joshua Stevenson,North Dakota,New Christopher,62471,0-508-19437-7
Cola,Dr. Pepper,Soft Drink,375,3571,7437,-3866,2021-08-01,Timothy Butler,New Jersey,Scottview,97414,1-300-34913-1
Herbal Tea,Pepsi,Tea,731,6053,2225,3828,2022-10-07,Angela Martin,Nebraska,Johnview,02363,1-357-04102-0
Energy Drink,Pepsi,Soft Drink,933,8017,5963,2054,2021-11-07,Christopher Cole,Michigan,New Stephanie,71652,1-81337-761-8
Lemonade,Coca-Cola,Soft Drink,333,4989,3930,1059,2022-09-28,Jeffrey Oliver,Rhode Island,Mckayburgh,98915,0-670-53862-0
Herbal Tea,Coca-Cola,Tea,613,1957,7634,-5677,2020-03-30,Dustin Galloway,Kansas,Acevedoshire,89371,1-331-61322-1
Green Tea,Coca-Cola,Tea,670,9978,1254,8724,2023-05-28,Courtney Le,New York,Rayville,33460,0-600-07656-3
Beer,Dr. Pepper,Alcoholic,217,7246,4436,2810,2020-11-20,Wendy Smith,South Carolina,East William,87376,0-08-964078-0
Lemonade,Coca-Cola,Soft Drink,232,4129,7402,-3273,2022-08-04,Lauren Parker,Alaska,West Travis,36563,1-361-52707-2
Lemonade,Pepsi,Soft Drink,137,7889,5933,1956,2023-04-27,Kaitlyn Morrison,Nevada,Deanbury,34537,1-61962-329-3
Black Tea,Dr. Pepper,Tea,101,3278,5694,-2416,2022-05-11,Kevin Stewart,Alaska,South Rachelmouth,62752,1-4057-6117-2
Wine,Dr. Pepper,Alcoholic,591,9644,5206,4438,2022-11-02,Brendan Murphy,Massachusetts,Port Matthewfurt,88094,0-624-62106-5
Energy Drink,Pepsi,Soft Drink,497,6735,5500,1235,2020-12-12,Allison Woods,South Dakota,Port Kennethhaven,80928,0-335-85790-6
Beer,Dr. Pepper,Alcoholic,564,1601,7358,-5757,2023-06-18,Carrie Navarro,Massachusetts,Sanchezland,96891,1-4081-6438-8
Herbal Tea,Pepsi,Tea,691,7382,6395,987,2023-02-08,Sydney Johnson,Indiana,West Brandon,57416,1-4192-9403-2
Vodka,Pepsi,Alcoholic,785,6612,6963,-351,2022-08-21,Barbara Ward,Alabama,North Richard,01035,1-82807-372-5
Herbal Tea,Coca-Cola,Tea,730,8986,7601,1385,2022-10-26,James Torres,Ohio,Saraside,41821,1-08-234486-9
Cola,Dr. Pepper,Soft Drink,862,6452,3547,2905,2022-08-28,Destiny Rivera,Rhode Island,Deborahhaven,20019,1-70887-429-1
Cola,Coca-Cola,Soft Drink,894,8177,2148,6029,2021-11-02,Kristina Evans,Arizona,West Kenneth,05481,0-920533-25-6
Herbal Tea,Dr. Pepper,Tea,990,9923,7097,2826,2020-11-14,Natasha Gonzalez,Texas,New Saraside,39050,1-82663-398-7
Cola,Pepsi,Soft Drink,304,7851,5051,2800,2021-08-24,Amy Ray,Colorado,Whiteheadport,55380,1-81195-778-1
Energy Drink,Dr. Pepper,Soft Drink,696,8561,1284,7277,2020-09-21,Marie Williams,South Dakota,South Josephfurt,49490,0-448-49454-X
Herbal Tea,Dr. Pepper,Tea,197,8804,7459,1345,2021-11-07,Tara Stone,Nebraska,Higginsberg,59499,0-2283-0300-1
Lemonade,Pepsi,Soft Drink,556,4885,6220,-1335,2023-05-31,Jennifer Johnson,Alaska,Bryantburgh,48994,0-01-867246-9
Coffee,Dr. Pepper,Coffee,791,1599,7594,-5995,2022-07-23,David Olsen,Montana,Joyfurt,81479,1-00-840535-3
Wine,Pepsi,Alcoholic,533,6298,5678,620,2020-05-18,Shawn Green,Maine,Lake Jose,79267,1-338-58777-3
Beer,Dr. Pepper,Alcoholic,167,4332,6212,-1880,2021-02-16,Kevin Ewing,New Mexico,Lake Donnahaven,33609,0-469-27202-3
Herbal Tea,Dr. Pepper,Tea,736,3900,3135,765,2023-06-30,Mrs. Alexandra Kelly,Kansas,Robersonside,59525,0-281-24575-4
Herbal Tea,Coca-Cola,Tea,662,5919,1281,4638,2020-09-22,Sheila Garrett,Wisconsin,Lake Jeffrey,55589,0-13-706824-7
Lemonade,Coca-Cola,Soft Drink,882,4172,6772,-2600,2021-04-04,Paul Mann,Pennsylvania,South Anthony,19800,1-917508-66-2
Cola,Dr. Pepper,Soft Drink,695,6274,6785,-511,2021-03-19,Dustin Burton,Georgia,Websterland,55057,0-675-82144-4
Beer,Coca-Cola,Alcoholic,948,9461,7013,2448,2023-01-06,Philip Smith,Florida,Vincentville,71169,1-81532-162-8
Energy Drink,Dr. Pepper,Soft Drink,917,1201,1751,-550,2023-07-12,Michael Ferrell,Washington,Goodwinville,84066,0-570-12243-0
Coffee,Pepsi,Coffee,844,4127,5589,-1462,2021-06-18,Patricia Bauer,Florida,Oconnellfort,19962,0-267-28193-5
Herbal Tea,Coca-Cola,Tea,298,4788,6095,-1307,2021-12-30,Michael Thomas,Kentucky,New Ashleyburgh,20023,1-263-99935-2
Black Tea,Dr. Pepper,Tea,184,8474,6035,2439,2022-01-27,Kimberly Shaw,Oregon,West Jody,37785,1-06-588164-9
Coffee,Pepsi,Coffee,633,4305,773,3532,2022-09-29,Mary Thompson,Wyoming,Derrickville,20032,0-420-95842-8
Cola,Coca-Cola,Soft Drink,329,1896,3628,-1732,2020-10-13,Crystal Freeman,Delaware,Sheilaburgh,81146,0-281-92472-4
Energy Drink,Pepsi,Soft Drink,596,7496,1353,6143,2021-02-23,Virginia Warren,Louisiana,Bullockfort,26014,1-80662-824-4
Wine,Dr. Pepper,Alcoholic,105,7854,2958,4896,2020-12-01,David Hanna,Washington,East Benjamin,83512,0-380-16039-0
Black Tea,Coca-Cola,Tea,929,8338,579,7759,2021-09-17,Tracie Vincent,Montana,Brittanyborough,96149,1-56449-981-2
Beer,Dr. Pepper,Alcoholic,866,5773,4540,1233,2021-04-12,Kevin Anderson,South Carolina,Montgomeryside,65026,1-67964-218-9
Energy Drink,Dr. Pepper,Soft Drink,688,8923,2845,6078,2022-12-14,Ryan Aguirre,Maryland,Janemouth,60200,1-5026-3029-X
Wine,Pepsi,Alcoholic,414,9075,1869,7206,2020-06-14,Cynthia Harper,Oklahoma,East Alan,06183,1-4977-3524-6
Energy Drink,Coca-Cola,Soft Drink,543,9725,6904,2821,2020-12-02,Lauren Watson,Virginia,Anitatown,94673,1-62188-067-2
Black Tea,Coca-Cola,Tea,715,2841,859,1982,2020-07-10,Ashley Nash,Idaho,Lake Kennethton,19565,0-05-367938-5
Vodka,Coca-Cola,Alcoholic,243,2220,4142,-1922,2020-06-30,Jessica Manning,Montana,South Brandon,03293,1-348-50504-4
Wine,Coca-Cola,Alcoholic,250,5689,6201,-512,2021-12-02,Candace Robertson,West Virginia,North Joseph,29658,0-86649-124-4
Herbal Tea,Coca-Cola,Tea,291,8430,2135,6295,2020-08-28,Phillip Bell,Mississippi,East Teresa,78017,1-222-04799-3
Black Tea,Pepsi,Tea,784,3212,7505,-4293,2022-08-13,Jason Cox,Iowa,Susanbury,50417,1-9782-5476-8
Herbal Tea,Pepsi,Tea,452,8745,7396,1349,2022-08-02,Travis Solomon,Alaska,East Gabrielchester,64694,0-04-703051-8
Black Tea,Dr. Pepper,Tea,264,8990,5011,3979,2020-08-09,Deborah Munoz,Alabama,Cynthiamouth,71097,1-58865-508-3
Green Tea,Dr. Pepper,Tea,853,8337,4407,3930,2020-01-18,Elizabeth Martin,Alabama,Thomasview,02412,1-83124-346-6
Coffee,Pepsi,Coffee,451,3773,1084,2689,2021-01-30,Derrick Valdez,Delaware,Port Willie,39295,1-5432-1921-7
Green Tea,Dr. Pepper,Tea,436,7033,3811,3222,2020-07-22,Nicole Dunlap,Kentucky,Port Denise,68080,1-956441-77-8
Coffee,Coca-Cola,Coffee,228,8630,2295,6335,2023-07-21,Dawn Griffin,Alabama,Port Bruce,59451,0-491-35191-7
Black Tea,Dr. Pepper,Tea,946,8009,6015,1994,2022-12-13,Heather Brown DDS,Washington,Tammytown,68115,1-69819-134-0
Coffee,Pepsi,Coffee,601,8571,5883,2688,2021-01-11,Amanda Taylor,Montana,Alexbury,58106,0-15-921219-7
Green Tea,Dr. Pepper,Tea,612,6761,1109,5652,2022-05-22,Laura Anderson,Wyoming,East Shane,19717,0-06-890645-5
Cola,Coca-Cola,Soft Drink,527,1323,3508,-2185,2022-05-27,Richard Ortiz,Nebraska,New Marcus,53699,1-63613-591-9
Wine,Dr. Pepper,Alcoholic,117,8327,4662,3665,2022-08-13,James Harris,Georgia,New Susan,89804,0-445-35016-4
Black Tea,Pepsi,Tea,975,4473,2452,2021,2023-03-14,Hannah Phillips,Ohio,Michelleview,44125,0-272-19737-8
Beer,Dr. Pepper,Alcoholic,237,6624,2965,3659,2021-09-23,Lindsey Navarro,Texas,West Davidmouth,33592,0-587-84172-9
Herbal Tea,Dr. Pepper,Tea,758,1402,6030,-4628,2021-04-24,Robin Perez,Delaware,Lake Cherylport,97837,0-11-965896-8
Cola,Pepsi,Soft Drink,163,6113,2764,3349,2021-08-07,Michelle Stewart,Georgia,Gibsonton,39452,0-371-29638-2
Vodka,Pepsi,Alcoholic,936,1808,4422,-2614,2022-07-18,James Webb,Texas,Port Feliciafort,53606,1-197-35987-7
Lemonade,Pepsi,Soft Drink,727,8277,6560,1717,2023-04-22,Gary Edwards,Colorado,East Omarville,46561,1-876000-48-1
Energy Drink,Dr. Pepper,Soft Drink,801,8458,5761,2697,2021-11-01,Darrell Williams,Idaho,North Kaitlinville,68016,0-926786-60-1
Beer,Pepsi,Alcoholic,361,7343,2760,4583,2020-03-03,Colleen Davis,Kansas,Whiteberg,82501,0-8363-0778-X
Black Tea,Coca-Cola,Tea,633,7997,652,7345,2021-08-12,Jamie Patton,Idaho,East Kimberly,47591,0-8070-7432-2
Energy Drink,Pepsi,Soft Drink,345,3805,5860,-2055,2020-09-22,Louis Foley,Arkansas,North Sheryl,81364,0-652-40441-3
Coffee,Coca-Cola,Coffee,667,4314,2417,1897,2021-01-24,John Bryan,Texas,Herrerabury,28428,0-19-011562-9
Coffee,Coca-Cola,Coffee,194,1069,7007,-5938,2020-10-19,Jennifer Jones,Nebraska,Simpsonfurt,68041,1-902651-17-0
Cola,Dr. Pepper,Soft Drink,352,2693,1832,861,2022-01-30,Diane Allen,New Jersey,East Amy,82480,1-902791-29-0
Herbal Tea,Pepsi,Tea,797,1248,4798,-3550,2022-06-19,Denise Mitchell,Pennsylvania,Kentmouth,68093,1-79092-792-7
Energy Drink,Dr. Pepper,Soft Drink,373,9887,4383,5504,2021-08-30,Eileen Nicholson,Indiana,Lake Courtney,57061,0-14-773233-6
Green Tea,Dr. Pepper,Tea,150,6157,7382,-1225,2023-02-15,Emily Green,Ohio,North Brandiborough,83432,1-908276-33-9
Black Tea,Coca-Cola,Tea,770,5462,2454,3008,2021-09-11,Angel Sullivan,Nebraska,Hudsonfurt,89305,1-296-03699-5
Wine,Coca-Cola,Alcoholic,631,5473,4394,1079,2020-11-16,Samantha Roberts,Virginia,Ponceshire,47587,0-9649894-1-7
Coffee,Dr. Pepper,Coffee,222,3325,7896,-4571,2020-05-05,Danielle Bernard,Iowa,Kevinfort,58416,0-15-703590-5
Cola,Pepsi,Soft Drink,378,9860,2441,7419,2022-03-03,Emily Forbes DVM,Pennsylvania,Smithburgh,41874,0-06-746974-4
Beer,Pepsi,Alcoholic,140,5309,962,4347,2020-09-26,Laura Ingram,Louisiana,Yvetteberg,36249,1-70428-977-7
Cola,Dr. Pepper,Soft Drink,482,2195,3470,-1275,2021-05-10,Daniel Berry,Pennsylvania,East Tanya,96760,1-69938-359-6
Green Tea,Coca-Cola,Tea,424,4904,5861,-957,2023-01-21,Marcus Anderson,Maine,East Kristinemouth,15589,0-8274-8802-5
Wine,Pepsi,Alcoholic,471,6818,4108,2710,2021-09-10,Connie Martinez,Idaho,Millerfurt,58148,1-886645-90-6
Coffee,Dr. Pepper,Coffee,840,5397,6837,-1440,2022-01-16,Caroline Ramos,Alabama,Nelsonberg,89279,1-68196-525-9
Cola,Coca-Cola,Soft Drink,789,8774,6741,2033,2022-12-04,Darryl Brown,Ohio,Port Alyssa,99773,1-383-21352-6
Herbal Tea,Pepsi,Tea,798,1442,3119,-1677,2023-03-28,Matthew Malone,North Carolina,Hernandezview,87478,1-68665-992-X
Wine,Coca-Cola,Alcoholic,691,9421,557,8864,2021-12-20,Clinton Mack,Tennessee,Olsonburgh,81062,0-478-84405-0
Green Tea,Coca-Cola,Tea,648,6228,3749,2479,2021-10-22,Mr. Christopher Morales,New Jersey,Port Jacob,34039,1-172-21716-5
Lemonade,Coca-Cola,Soft Drink,502,2667,1762,905,2020-03-30,Riley Whitaker,Rhode Island,Bradleyview,82221,0-499-20095-0
Herbal Tea,Dr. Pepper,Tea,118,9764,6311,3453,2022-05-05,Kelly Green,Connecticut,North David,59122,1-4210-9639-0
Lemonade,Coca-Cola,Soft Drink,486,6058,1934,4124,2022-04-18,Dr. Pamela Allen DDS,Connecticut,Reeseton,37515,1-355-70246-1
Beer,Dr. Pepper,Alcoholic,693,9478,3127,6351,2023-07-06,Shirley Rojas,South Dakota,Charlesview,26364,0-272-79835-5
Energy Drink,Pepsi,Soft Drink,733,1621,2917,-1296,2022-09-14,Jose Swanson,North Dakota,New Stephanie,03558,0-212-72725-7
Herbal Tea,Pepsi,Tea,825,9626,1021,8605,2021-01-19,Elijah Nolan,Rhode Island,Heatherberg,48544,1-80485-761-0
Herbal Tea,Coca-Cola,Tea,529,6549,6394,155,2023-02-09,Matthew Lam,Indiana,Christianfurt,72640,0-406-09534-5
Coffee,Pepsi,Coffee,385,8605,2414,6191,2020-02-08,Andrew Drake,Montana,West Stephanietown,81121,1-72682-311-3
Vodka,Dr. Pepper,Alcoholic,621,4154,559,3595,2023-06-24,Jackson Wilson,Nebraska,Colonside,58289,1-68658-894-1
Energy Drink,Coca-Cola,Soft Drink,549,7011,5227,1784,2022-09-01,Maria Mcdonald,Mississippi,Wallfurt,05340,0-7102-5881-X
Vodka,Pepsi,Alcoholic,256,8627,6145,2482,2020-08-30,Leah Wu,Montana,Lisafort,52284,1-260-31894-X
Green Tea,Pepsi,Tea,615,9839,3139,6700,2021-07-21,Corey Gonzalez,Nevada,Jamesport,39756,0-650-53335-6
Vodka,Coca-Cola,Alcoholic,996,6955,7303,-348,2020-06-21,Angel Perry,Iowa,Grayhaven,89723,1-167-53526-X
Lemonade,Dr. Pepper,Soft Drink,593,6947,1198,5749,2021-06-10,Ryan Jackson,Oklahoma,North John,52253,1-336-64778-7
Herbal Tea,Coca-Cola,Tea,285,7221,4770,2451,2022-04-04,William Obrien PhD,Connecticut,East James,39368,0-251-61654-1
Green Tea,Coca-Cola,Tea,761,3655,2320,1335,2022-03-21,Autumn Griffin,Pennsylvania,New Matthew,82995,1-78016-158-1
Energy Drink,Coca-Cola,Soft Drink,785,4447,3498,949,2020-11-07,Darren Meyer,Delaware,Danielton,15569,1-4498-0690-2
Lemonade,Dr. Pepper,Soft Drink,604,4579,1046,3533,2023-05-27,Dana Romero,Rhode Island,Beckyborough,86272,0-7018-3467-6
Vodka,Pepsi,Alcoholic,668,6920,982,5938,2022-05-16,Christopher Jones,Arkansas,Owenschester,70102,0-7128-9186-2
Lemonade,Pepsi,Soft Drink,161,6577,3215,3362,2020-01-16,William Thomas,Pennsylvania,South Christinehaven,78708,1-960616-87-0
